Datetime,Tweet Id,Text,Username
2021-01-20 06:06:17+00:00,1.35177E+18,"JUST IN: President Trump issues 11th-hour pardons and commutations for former political strategist Steve Bannon, Lil Wayne, a former top fundraiser and dozens more, but not himself or his family https://t.co/XwaDq46CYq",CNN
2021-01-20 06:01:05+00:00,1.35177E+18,"""The mob was fed lies,"" Senate Majority Leader Mitch McConnell said on the Senate floor. ""They were provoked by the President and other powerful people."" https://t.co/N5MZrcVSnv",CNN
2021-01-20 05:31:04+00:00,1.35176E+18,"At least six major news networks have assigned women to lead White House coverage of the Biden administration, raising the profile of female journalists in an institution long dominated by men https://t.co/voKLjyE56D",CNN
2021-01-20 05:01:06+00:00,1.35176E+18,"A seesaw for kids on the US-Mexico Border has won the 2020 Beazley Design of the Year award.

The installation consisted of three bright pink seesaws, slotted into the gaps of the steel border wall that separates the US and Mexico. https://t.co/Y6NGkih56j",CNN
2021-01-20 04:46:10+00:00,1.35175E+18,"The sale of the WNBA's Atlanta Dream — co-owned by outgoing US Sen. Kelly Loeffler — is close to being finalized, a league spokesperson says https://t.co/Z02QYpL8pf",CNN
2021-01-20 04:31:06+00:00,1.35175E+18,A new study suggests someone might be able to get infected with one of the new variants of the coronavirus even if they've had Covid-19 before or have been vaccinated https://t.co/ANb0gVXBXx,CNN
2021-01-20 04:13:02+00:00,1.35174E+18,"Antony Blinken, President-elect Biden's pick to lead the State Department, said he plans to swiftly appoint an LGBTI envoy, allow embassies to fly the pride flag and formally repudiate the findings of the controversial ""Commission on Unalienable Rights"" https://t.co/7gKH6QynzJ",CNN
2021-01-20 04:02:26+00:00,1.35174E+18,JUST IN: President Trump tells people he has decided to pardon his former chief strategist Steve Bannon as one of his final acts in office https://t.co/s2eT55qiX6,CNN
2021-01-20 04:02:01+00:00,1.35174E+18,"""Amid so much economic suffering and despair ... it is imperative that Democrats pass a bold and aggressive economic agenda within the first 100 days of Joe Biden's presidency,"" Sen. Bernie Sanders writes for @CNNOpinion https://t.co/lx0WHltHqd",CNN
2021-01-20 04:01:12+00:00,1.35174E+18,"More than 191,500 American flags have been planted on the National Mall. They represent the Americans who can't attend Joe Biden's inauguration due to the pandemic as well as heightened security concerns after this month's insurrection at the US Capitol. https://t.co/o36JkShzyI https://t.co/O9Tjg0CPfR",CNN
2021-01-20 03:42:45+00:00,1.35174E+18,Christian crowdsource funding site used by extremists involved in Capitol riot https://t.co/8wvOOyTxKc,CNN
2021-01-20 03:29:52+00:00,1.35173E+18,"Little is known about how bioluminescent insects got their light abilities.

But a 99-million-year-old beetle that was found fossilized in amber unlocks a piece of the evolutionary puzzle, according to a new study. https://t.co/ECqzgMtoUp",CNN
2021-01-20 03:17:39+00:00,1.35173E+18,"""Racial equity requires more than individuals in positions. It requires a set of clear outcomes.""

NAACP President Derrick Johnson says President-elect Joe Biden ""has an obligation to reverse happened in the last for years. And it's very doable."" https://t.co/vCvuNcmeG3",CNN
2021-01-20 03:01:59+00:00,1.35173E+18,A batch of chocolate milk has been recalled after it was discovered that some could contain food-grade sanitizers https://t.co/wuEaIBSGTC,CNN
2021-01-20 02:50:06+00:00,1.35172E+18,"""The racism, anger and the feelings of powerlessness will not leave this community or this country until we accept our role in creating two Americas,"" writes Denise Lockwood, a longtime journalist who covered Kenosha for years. | @CNNOpinion https://t.co/vsUlMy9bKf",CNN
2021-01-20 02:40:12+00:00,1.35172E+18,"While Herbert Hoover was deeply critical of his successor, FDR, he put aside some of his differences to ensure the peaceful and democratic transition of power — something Trump has not been able to bring himself to do, Meg Jacobs writes for @CNNOpinion https://t.co/01LpayvMxp",CNN
2021-01-20 02:26:04+00:00,1.35172E+18,"The Biden transition team has declined to give outgoing acting Defense Secretary Christopher Miller office space and resources for his transition out of the role, according to a Biden transition official https://t.co/pzyOcTeURy",CNN
2021-01-20 02:19:03+00:00,1.35172E+18,"A group of House conservatives is pushing to challenge Liz Cheney's role as conference chairwoman, trying to force a special meeting to discuss her future as the No. 3 House Republican https://t.co/ep55e2eFhx",CNN
2021-01-20 02:10:44+00:00,1.35171E+18,"""To heal, we must remember. It's hard sometimes to remember, but that's how we heal. It's important to do that as a nation,"" President-elect Joe Biden said during a memorial for the more than 400,000 people in the US who have died from Covid-19 https://t.co/tLLANEEZNQ",CNN
